LOGRADOURO,BAIRRO,CIDADE,CEP,
Rua Abel Santos Anjo,Conjunto Cássio Rezende,Uberaba,38080130,
Rua Abel Toledo,Jardim Marajó,Uberaba,38052076,
Rua Abner Teles Pereira,Josa Bernardino II,Uberaba,38073009,
"Rua Abrahão Cecílio
- de 601/602 ao fim",Loteamento Antônio Caiado,Uberaba,38041424,
"Rua Abrahão Cecílio
- até 599/600",Jardim Maracanã,Uberaba,38041011,
Rua Abrahão Palis,Mercês,Uberaba,38060239,
Rua Abril,Vila Arquelau,Uberaba,38071360,
Rua Abrão Dib,São José,Uberaba,38082073,
Rua Abrão Elias Achcar,Estrela da Vitória,Uberaba,38045882,
Rua Abrão Felício,Alfredo Freire II,Uberaba,38056678,
Rua Abrão Miguél Abdanur,Manhattan,Uberaba,38082015,
Rua Absair Alves Ferreira,Pacaembu II,Uberaba,38051574,
Praça Absalão Gomes da Silva,Santa Marta,Uberaba,38061210,
Rua Abádio Cassimiro de Araújo,Quinta Boa Esperança,Uberaba,38017460,
Rua Abádio de Morais,Núcleo Habitacional Silvério Cartafina,Uberaba,38036440,
Rua Abélio Baptista de Carvalho,Dom Eduardo,Uberaba,38057836,
"Avenida Abílio Borges de Araújo
- até 583/584",Nossa Senhora da Abadia,Uberaba,38026070,
"Avenida Abílio Borges de Araújo
- de 585/586 ao fim",Jardim América,Uberaba,38036060,
Rua Abílio Monteiro,Recreio dos Bandeirantes,Uberaba,38040520,
Rua Acre,Santa Maria,Uberaba,38050390,
Avenida Acylino Ribeiro de Lima Neto,Distrito Industrial I,Uberaba,38056620,
"Rua Adail Gomes Ferreira
- de 2728 ao fim - lado par",Loteamento Jardim Felicitá 1,Uberaba,38040800,
"Rua Adail Gomes Ferreira
- de 2729 ao fim - lado ímpar",Residencial Rio de Janeiro,Uberaba,38041342,
"Rua Alferes Joaquim José da Silva Xavier
(Residencial Los Álamos)",Olinda,Uberaba,38055610,
Rua Alfeu Moreira da Silva,Loteamento Jardim Felicitá 1,Uberaba,38040814,
Alameda Alfineiro,Recanto das Flores,Uberaba,38047702,
Rua Alfredo Afonso da SIlva,Josa Bernardino I,Uberaba,38073015,
Rua Alfredo Antônio Alves,Conjunto Uberaba,Uberaba,38073154,
Rua Alfredo Godofredo da Silva,Conjunto Alfredo Freire,Uberaba,38056470,
Rua Alfredo Peghini Netto,Conjunto Alfredo Freire,Uberaba,38056400,
Rua Alfredo Vasques Molinar,Parque Exposição,Uberaba,38031440,
Avenida Alfredo de Faria,Núcleo Residencial Tutunas,Uberaba,38057000,
Rua Alice Cordeiro Duarte,Jardim Califórnia,Uberaba,38035275,
Rua Alice Miziara Prata,Residencial Sebastião Rezende Braga,Uberaba,38040655,
Rua Alice Pereira de Oliveira,Loteamento Jardim Felicitá 1,Uberaba,38040812,
Avenida Almirante Barroso,Fabrício,Uberaba,38065000,
Rua Alonso Teles Mendes,Cidade Ozanan,Uberaba,38045752,
"Avenida Aloízio de Oliveira
- até 349/350",Oneida Mendes,Uberaba,38082188,
"Avenida Aloízio de Oliveira
- de 1500/1501 ao fim",Residencial Zeca Mendes,Uberaba,38082532,
"Avenida Aloízio de Oliveira
- de 351/352 a 1498/1499",Oneida Mendes II,Uberaba,38082454,
Rua Altair Silva,Seriema,Uberaba,38082026,
Rua Altamir Araújo Roso,Jardim Nenê Gomes,Uberaba,38067808,
Praça Altamira,Conjunto Sete Colinas,Uberaba,38061560,
Praça Altamiro de Deus,Conjunto Costa Telles I,Uberaba,38035520,
Rua Altina Severina Gomes,Loteamento Ilha Bela,Uberaba,38052256,
Rua Altino Bordon,Jardim Maracanã,Uberaba,38041048,
Rua Altino da Silva,Loteamento Ilha Bela,Uberaba,38052220,
Rua Altino da Silva,Residencial Jardim Anatê I,Uberaba,38038306,
Rua Altiva Leal Manzan,Residencial Ipanema,Uberaba,38037742,
"Rua Alumínio
- até 845/846",Leblon,Uberaba,38030390,
"Rua Alumínio
- de 847/848 ao fim",Leblon,Uberaba,38031210,
Rua Aluísio de Melo Teixeira,Vila Olímpica,Uberaba,38065290,
Rua Aluízio Rodrigues da Cunha,Pacaembu,Uberaba,38051297,
Rua Alvina de Moraes Leal,Parque das Gameleiras,Uberaba,38037400,
Rua Alzira Bento da Silva,Jardim Maracanã,Uberaba,38041092,
Rua Alzira Curi Cauhy,Tita Rezende,Uberaba,38082095,
Rua Alzira Jacob Hercos,Conjunto Frei Eugênio,Uberaba,38081020,
Rua Alzira Oliveira Macedo,COHAB Boa Vista,Uberaba,38071310,
Avenida Alzira de Oliveira Machado,Beija-Flor II,Uberaba,38051440,
Rua Alziro Gabriel da Silva,Pacaembu,Uberaba,38051287,
Rua Além-Mar Paranhos,Conjunto Chica Ferreira,Uberaba,38037730,
Rua Alípio Antônio Dias,Jardim Maracanã,Uberaba,38041036,
Rua Alípio Marques Madeira,Núcleo Habitacional Silvério Cartafina,Uberaba,38036630,
Rua Alísio Prata,Princesa do Sertão,Uberaba,38035257,
Rua Amadeu Pinto Ribeiro,Jardim Espanha,Uberaba,38051684,
Rua Amador Geraldo,Jardim Nenê Gomes,Uberaba,38067746,
Rua Amador Marcelino,Parque dos Buritis,Uberaba,38082704,
Rua Amandio José Campos,Jardim Marajó,Uberaba,38052026,
Rua Amapá,Santa Maria,Uberaba,38050410,
Rua Amaro Ferreira,Fabrício,Uberaba,38065170,
Rua Amazonas,Santa Maria,Uberaba,38050090,
Rua Ambrosina Faria,Jardim Itália,Uberaba,38038100,
Rua Amilton Bezerra Dias,Santa Fé,Uberaba,38079760,
Praça 21 de Abril,São João,Conselheiro Lafaiete,36404060,
Rua Abelard Resende Dutra,Tamareiras,Conselheiro Lafaiete,36406135,
Rua Abgail Chaves Ferreira,São José,Conselheiro Lafaiete,36404397,
Rua Abílio Ferreira de Rezende,Manoel Corrêa,Conselheiro Lafaiete,36401213,
Rua Acrísio Menino de Jesus,Real de Queluz,Conselheiro Lafaiete,36402248,
Rua Adalgisa Avelar Bastos,Morada do Sol,Conselheiro Lafaiete,36400373,
Rua Adalgisa Soares Cardoso,Sion,Conselheiro Lafaiete,36404313,
Rua Adamastor Augusto,Novo Horizonte,Conselheiro Lafaiete,36402175,
Rua Adelina Amaral,Santa Matilde,Conselheiro Lafaiete,36405122,
Rua Adelina Antônia da Silva,Lima Dias,Conselheiro Lafaiete,36408305,
Rua Adelina Lopes de Carvalho Leles,Chapada,Conselheiro Lafaiete,36401169,
Rua Adelino Gonçalves de Carvalho,Parque Bandeirantes,Conselheiro Lafaiete,36405200,
Rua Adelino Libânio Rodrigues,São Judas Tadeu,Conselheiro Lafaiete,36401390,
Rua Ademar Bruno de Carvalho,Santa Matilde,Conselheiro Lafaiete,36405141,
Rua Ademar Liu Dias da Silva,São Lucas,Conselheiro Lafaiete,36407251,
Rua Ademar Tavares,Lima Dias,Conselheiro Lafaiete,36408275,
Rua Adenor Gonçalves,Lima Dias,Conselheiro Lafaiete,36408303,
Rua Adherbal Rodrigues Pereira,Amaro Ribeiro,Conselheiro Lafaiete,36406392,
"Rua Adolfo Antunes
- até 249/250",São Dimas,Conselheiro Lafaiete,36407119,
"Rua Adolfo Antunes
- de 251/252 ao fim",São Dimas,Conselheiro Lafaiete,36407123,
"Rua Adolfo Siqueira
- até 689/690",São João,Conselheiro Lafaiete,36404063,
"Rua Adolfo Siqueira
- de 691/692 a 1331/1332",São João,Conselheiro Lafaiete,36404112,
"Rua Adolfo Siqueira
- de 1333/1334 a 1729/1730",Bom Pastor,Conselheiro Lafaiete,36405180,
"Rua Adolfo Siqueira
- de 1731/1732 a 2061/2062",Nossa Senhora da Guia,Conselheiro Lafaiete,36405220,
"Rua Adolfo Siqueira
- de 2063/2064 ao fim",São Jorge,Conselheiro Lafaiete,36405250,
Travessa Adriano Chagas,São João,Conselheiro Lafaiete,36404079,
Rua Adriano Marques de Moura,Lima Dias,Conselheiro Lafaiete,36408293,
Rua Adão Francisco da Silva,Santo Antônio,Conselheiro Lafaiete,36401111,
Praça Adélia Vieira,Parque das Acácias,Conselheiro Lafaiete,36407086,
Rua Afonso Francisco,Jardim Canadá,Conselheiro Lafaiete,36406410,
Rua Afonso Jesus Nogueira,Bom Pastor,Conselheiro Lafaiete,36405186,
Rua Afonso Maria de Assis Gonçalves,São Marcos,Conselheiro Lafaiete,36404456,
Rua Afonso Pena,Centro,Conselheiro Lafaiete,36400062,
Rua Agenor Peixoto,Rochedo,Conselheiro Lafaiete,36404163,
Rua Agostinho Balbino,Cidade Jardim,Conselheiro Lafaiete,36401462,
Rua Agostinho Nicolau Felipe,Gigante,Conselheiro Lafaiete,36402138,
Rua Agostinho de Almeida,São João,Conselheiro Lafaiete,36404147,
Rua Ailton Luiz Nogueira,Jardim Vila Rica,Conselheiro Lafaiete,36404233,
Rua Aimorés,Carijós,Conselheiro Lafaiete,36406094,
Rua Alagoas,Progresso,Conselheiro Lafaiete,36402006,
Rua Alan Kardec,Queluz,Conselheiro Lafaiete,36405040,
Rua Alaíde Baêta de Assis,Morada do Sol,Conselheiro Lafaiete,36400381,
"Rua Alaíde dos Santos Reis
- de 251/252 ao fim",São João,Conselheiro Lafaiete,36404082,
"Rua Alaíde dos Santos Reis
- até 249/250",São João,Conselheiro Lafaiete,36404156,
Rua Albertina Ramalho Braga,Santa Cruz,Conselheiro Lafaiete,36407363,
Rua Alberto Balbino de Souza,Rochedo,Conselheiro Lafaiete,36404201,
Rua Alberto de Souza,Arcádia,Conselheiro Lafaiete,36400257,
Rua Alceu Chagas de Oliveira,Real de Queluz,Conselheiro Lafaiete,36402241,
Rua Alcides Rodrigues de Oliveira,São Dimas,Conselheiro Lafaiete,36407092,
Rua Aldomar Baêta Neves,Arcádia,Conselheiro Lafaiete,36400248,
Rua Alecrim,Jardim Eldorado,Conselheiro Lafaiete,36402070,
Alameda Alencar José de Lima,Chapada,Conselheiro Lafaiete,36401171,
"Rua Alexander Fleming
- até 79/80",Jardim América,Conselheiro Lafaiete,36401060,
"Rua Alexander Fleming
- de 81/82 a 99997/99998",Albertina,Conselheiro Lafaiete,36401079,
Rua Alexandre Dias de Rezende,Sion,Conselheiro Lafaiete,36404314,
Rua Alexandre Pacheco Pedroso,São Dimas,Conselheiro Lafaiete,36407096,
Rua Alexandrina Nogueira de Queiroz,São João,Conselheiro Lafaiete,36404127,
Rua Alfa,Santa Cruz,Conselheiro Lafaiete,36407339,
Rua Alfredo Augusto da Piedade,Satélite,Conselheiro Lafaiete,36408263,
Praça Alfredo Bento,Santa Matilde,Conselheiro Lafaiete,36405144,
"Rua Alfredo Elias Mafuz
- até 599/600",Triângulo,Conselheiro Lafaiete,36405080,
"Rua Alfredo Elias Mafuz
- de 601/602 a 1098/1099",Santa Matilde,Conselheiro Lafaiete,36405100,
"Rua Alfredo Elias Mafuz
- de 1100/1101 ao fim",Santa Matilde,Conselheiro Lafaiete,36405140,
Rua Alfredo Feliciano dos Santos,Museu,Conselheiro Lafaiete,36400196,
Rua Alfredo Ganime,Santa Luzia,Conselheiro Lafaiete,36407373,
Rua Alfredo Rodrigues Pedrosa,Jardim Europa,Conselheiro Lafaiete,36406485,
Alameda Alfredo Siqueira,São João,Conselheiro Lafaiete,36404042,
"Rua Alfredo Urbano
- até 1101/1102",São Dimas,Conselheiro Lafaiete,36407134,
"Rua Alfredo Urbano
- de 1103/1104 ao fim",Topázio,Conselheiro Lafaiete,36407142,
"Rua Alfredo Zebral
- até 543/544",São João,Conselheiro Lafaiete,36404097,
"Rua Alfredo Zebral
- de 545/546 ao fim",São João,Conselheiro Lafaiete,36404144,
Praça Alice Luiza,Santa Matilde,Conselheiro Lafaiete,36405135,
Rua Alice Maria,Rezende,Conselheiro Lafaiete,36401351,
Rua Alice Pinto de Oliveira,Funcionários,Conselheiro Lafaiete,36404278,
Rua Allex Milagre,Ouro Verde,Conselheiro Lafaiete,36400292,
"Avenida A
(Lot P Ipês II)",Ouro Verde,Araguari,38444736,
Rua A,Sewa,Araguari,38442250,
"Rua A
(Lot P Ipês II)",Ouro Verde,Araguari,38444734,
Rua A-1,Brasília,Araguari,38441282,
Rua Abacateiros,Santa Helena,Araguari,38440348,
Rua Abadia dos Dourados,Jóquei Clube,Araguari,38444290,
Rua Abolição,Amorim,Araguari,38446227,
Rua Abrão Calil,Amorim,Araguari,38446128,
Rua Acácio Diniz Póvoa,Fátima,Araguari,38441132,
"Rua Adalardo Cunha
- até 263/264",Centro,Araguari,38440073,
"Rua Adalardo Cunha
- de 265/266 ao fim",Rosário,Araguari,38440032,
Rua Adalberto Siqueira,Novo Horizonte,Araguari,38446272,
Rua Ademar dos Reis,Milenium,Araguari,38447034,
Rua Adolfo Carlos Carisio,Industrial,Araguari,38442038,
Avenida Adolfo Pucci,Sibipiruna,Araguari,38445101,
Alameda Adélia Dorázio de Jesus,Paraíso,Araguari,38445273,
"Rua Afif Rade
(Lot P Cerrado II)",Ouro Verde,Araguari,38444406,
