LOGRADOURO,BAIRRO,CIDADE,CEP,
Rua Antônio Gonçalves Cruz,Parque Aurilândia,Nova Lima,34004020,
Rua Antônio Januário,Vila São Luiz,Nova Lima,34002172,
Rua Antônio Jardim,Centro,Nova Lima,34000120,
"Rua Antônio Jardim
- lado par",Rosário,Nova Lima,34000372,
Rua Antônio José Wanderley Alves,Oswaldo Barbosa Pena II,Nova Lima,34002062,
Rua Antônio Manoel,Centro,Nova Lima,34000291,
Rua Antônio Nereu Filho,Cariocas,Nova Lima,34003482,
Avenida Antônio Serafim Silveira,Matadouro,Nova Lima,34001424,
Rua Antônio Vicente Rodrigues,Mingú,Nova Lima,34000577,
Avenida Antônio de Paula Santos,Vila Ipê Amarelo,Nova Lima,34012840,
"Avenida Antônio de Paula Santos
- lado ímpar",Santa Rita,Nova Lima,34012853,
Rua Apatita,Barra do Céu,Nova Lima,34002447,
Praça Apolo,Quintas do Sol,Nova Lima,34003050,
Rua Aracy Dornas,Cabeceiras,Nova Lima,34003423,
Rua Araguaia,Alphaville - Lagoa dos Ingleses,Nova Lima,34018150,
Rua Araguari,Fazenda do Benito,Nova Lima,34012360,
Rua Arapongas,Estância Serrana,Nova Lima,34007370,
Alameda Arara Azul,Residencial Vale das Araras,Nova Lima,34004393,
Alameda Arara de Lear,Residencial Vale das Araras,Nova Lima,34004399,
Rua Araxá,Fazenda do Benito,Nova Lima,34012352,
"Rua Areião do Matadouro
- até 461/462",Matadouro,Nova Lima,34001454,
"Rua Areião do Matadouro
- de 463/464 ao fim",Areião do Matadouro,Nova Lima,34002530,
Rua Argemiro Júlio,Bela Fama,Nova Lima,34012484,
Rua Argemiro Júlio,Nossa Senhora de Fátima,Nova Lima,34012444,
Rua Argenico José Silva,Mina D'água de Baixo,Nova Lima,34000610,
Rua Argentina,Jardim das Américas,Nova Lima,34003210,
Rua Ari Barroso,Vila São José - 2ª Seção,Nova Lima,34004141,
Rua Ari Barroso,Parque Aurilândia,Nova Lima,34004024,
Rua Ari Barroso,Vila São José - 3ª Seção,Nova Lima,34004062,
Rua Ariel,Vale do Sol,Nova Lima,34011090,
Rua Aristides Martins,Vila Operária,Nova Lima,34001324,
Travessa Aristides Martins,Vila Operária,Nova Lima,34001346,
Rua Aristino Paulo de Deus,Bela Fama,Nova Lima,34012480,
Rua Arlindo Vieira,Cariocas,Nova Lima,34003440,
Rua Aroeira,Mirante da Mata,Nova Lima,34004510,
"Rua Arthur Bernardes
- lado par",Centro,Nova Lima,34000270,
Rua Arthur Bernardes,Bonfim,Nova Lima,34001366,
Rua Artífices,Balneário Água Limpa,Nova Lima,34018279,
Rua Arísio da Silva,Oswaldo Barbosa Pena II,Nova Lima,34002107,
Rua Atlas,Vale do Sol,Nova Lima,34011111,
Rua Augusto Bernardino,Mingú,Nova Lima,34000574,
Rua Augusto Magalhães,Centro,Nova Lima,34000105,
Rua Augusto de Lima,Centro,Nova Lima,34000159,
Rua Aurora,Jardim Canadá,Nova Lima,34007602,
Avenida Toronto 508,Jardim Canadá,Nova Lima,34007970,
Avenida Toronto 878 Loja 03,Jardim Canadá,Nova Lima,34007971,
Alameda Avignon,Riviera,Nova Lima,34007125,
Alameda Ayrton Senna,Estância Serrana,Nova Lima,34007378,
Rua Azul da Amplidão,Vale dos Cristais,Nova Lima,34008071,
Rua B 1,Glebas Reais,Nova Lima,34007040,
Praça B,Estância Estoril I,Nova Lima,34019022,
Rua B,Solar da Lagoa,Nova Lima,34019076,
Rua B,Mina D'água II,Nova Lima,34000676,
Rua B,Vila Monte Castelo,Nova Lima,34002239,
Rua B,Vila Marise,Nova Lima,34002265,
Rua B,Vila Industrial II,Nova Lima,34004582,
Rua B,Ipê,Nova Lima,34004823,
Rua B,Jardim Monte Verde,Nova Lima,34007589,
Rua B,Honório Bicalho,Nova Lima,34012706,
Rua B,Village Sans Souci,Nova Lima,34015035,
"Rodovia BR-040
- lado par",Serra do Curral,Nova Lima,34007420,
"Rodovia BR-040
- lado par",Jardim Canadá,Nova Lima,34007660,
"Rodovia BR-040
- lado par",Balneário Água Limpa,Nova Lima,34018240,
"Rodovia BR-040
- lado ímpar",Vale do Sol,Nova Lima,34011160,
"Rodovia BR-040
- lado ímpar",Lagoa do Miguelão,Nova Lima,34011241,
Rua Banqueta do Bananal,Boa Vista,Nova Lima,34000430,
Rua Banqueta do Matozinhos,Matozinhos,Nova Lima,34012775,
Praça Bartolomeu de Gusmão,Balneário Água Limpa,Nova Lima,34018352,
Rua Bauxita,Cristais,Nova Lima,34001146,
Rua Beatriz Soares Souza,Oswaldo Barbosa Pena II,Nova Lima,34002146,
Alameda Beija Flor,Residencial Sul,Nova Lima,34004312,
Travessa Beijo Wardi,Matadouro,Nova Lima,34001406,
Rua Bellevue,Vila Castela,Nova Lima,34007073,
Rua Belmiro Braga,Vila Passos,Nova Lima,34002336,
"Rua Belmiro da Silveira
- lado par",Centro,Nova Lima,34000267,
"Rua Belmiro da Silveira
- lado ímpar",Bonfim,Nova Lima,34001369,
Rua Belmonte,Vila Castela,Nova Lima,34007094,
Rua Bem-Te-Vi,Vila Alpina,Nova Lima,34007316,
Rua Bem-Te-Vi,Estância Serrana,Nova Lima,34007367,
"Avenida Benedito Alves Nazareth
- lado par",Campo do Pires,Nova Lima,34012280,
"Avenida Benedito Alves Nazareth
- lado ímpar",Campo do Pires,Nova Lima,34012290,
"Avenida Benedito Alves Nazareth
- lado ímpar",Bela Fama,Nova Lima,34012508,
"Avenida Benedito Alves Nazareth
- lado par",Bela Fama,Nova Lima,34012512,
Rua Benedito Valadares,Centro,Nova Lima,34000273,
Rua Benedito Valadares,Bonfim,Nova Lima,34001378,
Avenida Benjamim Guimarães,Balneário Água Limpa,Nova Lima,34018324,
Rua Benson,Jardim Canadá,Nova Lima,34007770,
Rua Benvinda da Cruz,Centro,Nova Lima,34000186,
Rua Benvinda da Cruz,Rosário,Nova Lima,34000339,
Praça Bernardino de Lima,Centro,Nova Lima,34000279,
Rua Beta,Quintas do Sol,Nova Lima,34003073,
Rua Bias Fortes,Centro,Nova Lima,34000168,
Rua Bibina Sales,Centro,Nova Lima,34000171,
Alameda Boa Vista,São Sebastião das Águas Claras,Nova Lima,34009102,
Rua Bolívia,Jardim das Américas,Nova Lima,34003208,
Rua Bolívia,Balneário Água Limpa,Nova Lima,34018303,
Rua Bonserá Santa Cruz,Rosário,Nova Lima,34000336,
Rua Bonserá Santa Rosa,Retiro,Nova Lima,34003506,
Travessa Borba Gato,Vila Operária,Nova Lima,34001354,
Rua Braga,Honório Bicalho,Nova Lima,34012670,
Rua Brasil,Chácara Silveira Ramos,Nova Lima,34003150,
Rua Brasília,Matadouro,Nova Lima,34001448,
Rua Braúna,Vale do Sereno,Nova Lima,34006025,
"Rua Brumadinho
- lado ímpar",Vila Operária,Nova Lima,34001334,
"Rua Brumadinho
- lado par",Centro,Nova Lima,34000246,
Rua Brás da Silva,Cariocas,Nova Lima,34003461,
Rua Buganvília,Serra dos Manacás,Nova Lima,34007850,
Rua Bárbara Heliodora,Alphaville - Lagoa dos Ingleses,Nova Lima,34018036,
Alameda Bórmio,Vila Alpina,Nova Lima,34007306,
Rua Búfalo,Jardim Canadá,Nova Lima,34007778,
Praça C,Estância Estoril I,Nova Lima,34019002,
Rua C,Solar da Lagoa,Nova Lima,34019074,
Rua C,Vila Monte Castelo,Nova Lima,34002251,
Rua C,Vila Marise,Nova Lima,34002280,
Rua C,Cascalho,Nova Lima,34002312,
Rua C,Vila Industrial II,Nova Lima,34004579,
Rua C,Vila Odete,Nova Lima,34004604,
Rua C,Jardim Monte Verde,Nova Lima,34007592,
Rua C,Quintas do Morro,Nova Lima,34010530,
Rua C,Alto do Gaia,Nova Lima,34012548,
Rua C,Honório Bicalho,Nova Lima,34012708,
Rua C,Village Sans Souci,Nova Lima,34015045,
Avenida Caledônia,Jardim Canadá,Nova Lima,34007730,
Rua Calestemus,Serra dos Manacás,Nova Lima,34007854,
Avenida A,Ana Lúcia,Sabará,34710185,
Avenida A,Distrito Industrial Nossa Senhora de Fátima,Sabará,34590395,
Rua A,Vila Amélia Moreira,Sabará,34725110,
Rua A,Distrito Industrial Simão da Cunha,Sabará,34735040,
Rua A,Mangueiras,Sabará,34516135,
Rua A,Borba Gato,Sabará,34730142,
Travessa A,Vila Bom Retiro,Sabará,34710330,
Rua Abaeté,Nossa Senhora de Fátima,Sabará,34600200,
Rua Abaeté,Vila Rica,Sabará,34585110,
Rua Abre Campo,Nossa Senhora de Fátima,Sabará,34600350,
Travessa Abre Campo,Nossa Senhora de Fátima,Sabará,34600345,
Rua Abreu Guimarães,Centro,Sabará,34505250,
Rua Abílio Barroso,Jardim Castanheiras,Sabará,34589016,
Rua Acaiaca,Itacolomi,Sabará,34580160,
Rua Acácia,Alto do Cabral,Sabará,34505660,
Rua Adair Siqueira de Queiroz,Borba Gato,Sabará,34730030,
Rua Adelmo João Batista,Adelmolândia,Sabará,34525450,
Rua Adélia Rocha,Vila dos Coqueiros,Sabará,34575350,
Rua Aimorés,Nossa Senhora de Fátima,Sabará,34600190,
Rua Aires,Rosário,Sabará,34555040,
Rua Ajuda,Vila Michel,Sabará,34515020,
Rua Alagoas,Vila Rica,Sabará,34580220,
Rua Alameda,Rosário,Sabará,34575440,
Rua Albano,Vila Nova Vista,Sabará,34710610,
Avenida Albert Scharle,Paciência,Sabará,34535100,
Rua Amazonas,Vila Rica,Sabará,34580600,
Rua Americana,Vila Nova Vista,Sabará,34710510,
"Rua Ametista
(Condomínio Albert Scharle)",Paciência,Sabará,34535102,
Avenida Amália,Vila Nova Vista,Sabará,34710620,
Rua Amélia Munaer,Centro,Sabará,34505380,
Rua Amélia Procópio Correia,Vila Bom Retiro,Sabará,34710270,
Rua América,Paciência,Sabará,34535060,
Praça América do Norte,Alvorada,Sabará,34650090,
Rua Américo Ferreira Passos,Vila Santo Antônio de Pádua,Sabará,34515520,
Rua Américo Lucena,Vila Nova Vista,Sabará,34710350,
Rua Américo Vespúcio,Rosário,Sabará,34555274,
Rua Ana Maria,Paciência,Sabará,34535000,
Rua Ana Neri,Vila Nova Vista,Sabará,34710490,
Rua Ana dos Santos Benevenuto,Vila Amélia Moreira,Sabará,34725060,
Rua Andaraí,Vila Nova Vista,Sabará,34710470,
Rua Andorinha,Valparaíso,Sabará,34585495,
Rua Angelina,Rosário,Sabará,34575280,
Rua Anita Garibaldi,Rosário,Sabará,34555292,
Rua Anselmo José dos Santos,Vila Francisco de Moura,Sabará,34525090,
Rua Antares,São José,Sabará,34580321,
Rua Antero Ferreira Pinto,Ravena,Sabará,34516431,
Rua Antonina,Centro,Sabará,34505350,
Rua Antonio Rodrigues da Costa,Novo Horizonte,Sabará,34712022,
Rua Antônio Avendanha,Distrito Industrial Operário Raimundo Fantini,Sabará,34525650,
Rua Antônio Basílio Pereira,Centro,Sabará,34505470,
Praça Antônio Carlos,Água Férrea,Sabará,34535120,
Rua Antônio Cassimiro Nascimento Júnior,Vila Santo Antônio de Pádua,Sabará,34515600,
Rua Antônio Francisco Lisboa,Vila Santo Antônio de Pádua,Sabará,34515630,
Rua Antônio Martins dos Anjos,Vila Santo Antônio de Pádua,Sabará,34515460,
Rua Antônio,Vila Amélia Moreira,Sabará,34725030,
Rua Antônio Soares,Ravenópolis (Ravena),Sabará,34516330,
Rua Antônio Vieira,Rosário,Sabará,34555250,
Praça Antônio de Albuquerque,Centro,Sabará,34505800,
Avenida Aparecida do Norte,Novo Alvorada,Sabará,34650200,
Rua Aprazível,Vila Nova Vista,Sabará,34710660,
Rua Aracaju,Vila Rica,Sabará,34585130,
Rua Araguari,Itacolomi,Sabará,34580070,
Rua Araribóia,Rosário,Sabará,34555242,
Rua Araucária,Mangabeiras,Sabará,34516012,
Rua Araxá,Nossa Senhora de Fátima,Sabará,34600120,
Rua Araxá,São José,Sabará,34580360,
Rua Argentina,Rosário,Sabará,34565190,
Rua Argentina,Nações Unidas,Sabará,34590030,
Rua Arlindo Ferreira Pinto,Ravena,Sabará,34516421,
Rua Armando Ziller,Borba Gato,Sabará,34730080,
Rua Aroeira,Mangabeiras,Sabará,34516040,
Rua Arthur Bernardes,Rosário,Sabará,34565100,
Rua Arthur Lima Júnior,Terra Santa,Sabará,34505530,
Travessa Arthur Lima Júnior,Terra Santa,Sabará,34505531,
Rua Asa Branca,Novo Alvorada,Sabará,34650264,
Rua Atalaia,Rosário,Sabará,34575290,
Rua Ataliba de Viterbo,Vila Santo Antônio de Pádua,Sabará,34515590,
Rua Atenas,Ana Lúcia,Sabará,34710010,
Rua Atlético,Alvorada,Sabará,34650260,
Avenida Atílio Purri,Borba Gato,Sabará,34730050,
Praça Augusto Dias,Centro,Sabará,34505140,
Rua Austrália,Nações Unidas,Sabará,34590190,
Rua Avantino Alves,Rosário,Sabará,34565140,
Avenida Prefeito Serafim Motta Barros 190,Centro,Sabará,34505971,
Rua Azaléia,Adelmolândia,Sabará,34525520,
Praça Azulão,General Carneiro (Chacreamento Ipê Amarelo),Sabará,34580718,
Rua Açucena,Alvorada,Sabará,34700120,
Avenida B,Distrito Industrial Simão da Cunha,Sabará,34735020,
Rua B,Borba Gato,Sabará,34730082,
Rua B,Mangueiras,Sabará,34516140,
"Rodovia BR-381
- do km 23,000 ao km 28,999",Ravenópolis (Ravena),Sabará,34516300,
"Rodovia BR-381
- do km 11,000 ao km 11,999",Borges,Sabará,34720010,
"Rodovia BR-381
- do km 12,000 ao km 12,499",Distrito Industrial Simão da Cunha,Sabará,34735010,
"Rodovia BR-381
- do km 12,500 ao km 12,999",Vila Amélia Moreira,Sabará,34725010,
"Rodovia BR-381
- do km 13,000 ao km 14,000",Borba Gato,Sabará,34730010,
Rua Bahia,Vila Rica,Sabará,34585180,
Rua Baldim,Alvorada,Sabará,34700110,
Rua Bangalô,Vila Marzagão,Sabará,34585620,
Rua Barbacena,Nossa Senhora de Fátima,Sabará,34600250,
Rua Barra Longa,Itacolomi,Sabará,34580170,
Rua Betim,Vila Eugênio Rossi,Sabará,34585350,
Rua Bicas,Nossa Senhora de Fátima,Sabará,34600355,
Rua Boa Sorte,Rosário,Sabará,34575220,
Avenida Boa Viagem,Novo Alvorada,Sabará,34650320,
Rua Boa Vista,São José,Sabará,34580380,
Rua Boa Vista,Morro da Cruz,Sabará,34525290,
Rua Bolívia,Nações Unidas,Sabará,34590080,
Rua Bom Jardim,Rosário,Sabará,34575040,
Rua Bom Jesus,Morro da Cruz,Sabará,34525330,
Rua Bom Jesus,Rosário,Sabará,34575110,
Rua Bom Viver,Rosário,Sabará,34575230,
Rua Borba Gato,Centro,Sabará,34505830,
Via Borba Gato,Granja de Freitas,Sabará,34589028,
Rua Borda da Mata,Nossa Senhora de Fátima,Sabará,34600410,
Rua Botafogo,Novo Alvorada,Sabará,34650230,
Avenida Brasil,Nações Unidas,Sabará,34590050,
Rua Brasiliense,Morro São Francisco,Sabará,34505862,
Praça Brasília,São José,Sabará,34580430,
Rua Brasília,Vila Rica,Sabará,34585300,
Rua Braúna,Alto do Cabral,Sabará,34505700,
Rua Britanite,Borba Gato,Sabará,34730090,
Praça Bueno Brandão,Centro,Sabará,34505820,
Rua Buenópolis,Nossa Senhora de Fátima,Sabará,34600480,
Rua Bungavile,General Carneiro (Chacreamento Ipê Amarelo),Sabará,34580748,
Rua Bélgica,Nações Unidas,Sabará,34590270,
Rua Canários,Valparaíso,Sabará,34585505,
Rua Capelão,Distrito Industrial Simão da Cunha,Sabará,34735055,
Rua Carangola,Nossa Senhora de Fátima,Sabará,34600260,
Rua Caratinga,Nossa Senhora de Fátima,Sabará,34600364,
Avenida Cardoso de Menezes,Rio Negro,Sabará,34700100,
Rua Carlindo Pinto,Centro,Sabará,34505400,
Rua Carlos Chagas,Nossa Senhora de Fátima,Sabará,34600270,
Rua Carlos Chagas,Novo Santa Inês,Sabará,34700170,
Rua Carlos Gomes,Rosário,Sabará,34565000,
Rua Carlota Léllis,Novo Alvorada,Sabará,34650020,
Rua Carmo da Mata,Nossa Senhora de Fátima,Sabará,34600130,
Rua Carta Rosa,Santo Antônio (Roça Grande),Sabará,34535190,
Rua Carvalho,Mangabeiras,Sabará,34516020,
Rua Carvalho de Brito,Vila Eugênio Rossi,Sabará,34585570,
"Rua Carvalho de Brito
s/n",Vila Eugênio Rossi,Sabará,34585959,
Rua Castanheira,Vila Francisco de Moura,Sabará,34525120,
Rua Castorino Quites,Paciência,Sabará,34535030,
Rua Cataguases,Itacolomi,Sabará,34580080,
Rua Catarina de Freitas,Jardim Castanheiras,Sabará,34589050,
Rua Caxambu,Nossa Senhora de Fátima,Sabará,34600300,
Rua Caxambu,Vila Rica,Sabará,34580470,
Rua Caxambu,Vila Eugênio Rossi,Sabará,34585360,
Rua Ceará,Vila Rica,Sabará,34580520,
Rua Cedro,Vila Campinas,Sabará,34515200,
Rua Cedro,Mangabeiras,Sabará,34516100,
Rua Conquista,Itacolomi,Sabará,34580190,
Avenida Contagem,Ana Lúcia,Sabará,34710000,
Rua Coração de Jesus,Nossa Senhora de Fátima,Sabará,34600440,
Rua Corinto,Nossa Senhora de Fátima,Sabará,34600230,
"Rua Cornélio Procópio
- de 115/116 ao fim",Vila Nova Vista,Sabará,34710420,
Rua Coronel Alvino Menezes,Novo Alvorada,Sabará,34650030,
Rua Coronel Jacinto,Centro,Sabará,34505430,
Rua Coronel Otávio Amaral,Novo Santa Inês,Sabará,34650045,
Rua Coronel Vargas,Novo Alvorada,Sabará,34650010,
Rua Costa Chiab,Rosário,Sabará,34565210,
Rua Costa Rica,Nações Unidas,Sabará,34590380,
Rua Costa Rodrigues,Morro São Francisco,Sabará,34505150,
Rua Cravo,Adelmolândia,Sabará,34525540,
Rua Creta,Ana Lúcia,Sabará,34710140,
Rua Cristo Rei,Santana,Sabará,34545480,
Rua Cristóvão Colombo,Rosário,Sabará,34555210,
Rua Crisântemos,Adelmolândia,Sabará,34525440,
Rua Cruzeiro,Vila Santa Cruz,Sabará,34515092,
Rua Cruzeiro,Paciência,Sabará,34535050,
Rua Cuiabá,Vila Eugênio Rossi,Sabará,34585320,
Rua Curitiba,Vila Rica,Sabará,34580250,
Rua Curvelo,Vila Rica,Sabará,34585230,
Rua Cândido Lúcio Ferreira Pinto,Ravena,Sabará,34516436,
Rua Cândido Portinari,Jardim Castanheiras,Sabará,34589155,
Rua Célio Renato,Vila dos Coqueiros,Sabará,34575320,
Avenida A,Condomínio Lago Azul,Sete Lagoas,35703430,
Beco A,Itapoã II,Sete Lagoas,35702483,
Beco A,Kwait,Sete Lagoas,35703890,
Beco A,Iraque,Sete Lagoas,35703888,
Rua A,Santo Antônio,Sete Lagoas,35701255,
Rua A,Recanto do Cedro,Sete Lagoas,35701211,
Rua A,Fátima,Sete Lagoas,35700558,
Rua A,Padre Teodoro,Sete Lagoas,35702393,
Rua A,Iporanga,Sete Lagoas,35701451,
Rua A,Cidade de Deus,Sete Lagoas,35703272,
Rua A,Distrito Industrial,Sete Lagoas,35702521,
Rua A,Alvorada,Sete Lagoas,35702663,
Rua A,Itapoã II,Sete Lagoas,35702486,
Rua A,Bom Jesus,Sete Lagoas,35701635,
Rua A,Nova Serrana,Sete Lagoas,35703702,
Rua A,Quintas do Lago I,Sete Lagoas,35703823,
Rua A,Residencial Goiabeiras,Sete Lagoas,35703800,
Rua A,Portal da Serra,Sete Lagoas,35700802,
Rua A,Iraque,Sete Lagoas,35703880,
Rua A,Bela Vista III,Sete Lagoas,35703490,
Rua A-1,Padre Teodoro ll,Sete Lagoas,35703632,
Rua A-11,Verde Vale,Sete Lagoas,35702589,
Rua A-12,Verde Vale,Sete Lagoas,35702595,
Rua A-17,Verde Vale,Sete Lagoas,35702596,
Rua A-2,Verde Vale,Sete Lagoas,35702578,
Rua Adolar Napoleão França,Olinto Alvin,Sete Lagoas,35701349,
Rua Adolfo Guimarães Cotta,Jardim Primavera II,Sete Lagoas,35703104,
Rua Adolfo Xavier Costa,Verde Vale,Sete Lagoas,35702561,
Rua Adoniram Barbosa,Alvorada,Sete Lagoas,35702227,
Rua Adony Pires de Oliveira,Luxemburgo,Sete Lagoas,35702345,
Rua Adralino Padrão,São Dimas,Sete Lagoas,35700216,
Rua Adélia de Souza Garcia,Dona Dora,Sete Lagoas,35700596,
Rua Afonso Abreu Moura,Bela Vista l,Sete Lagoas,35703042,
Rua Afonso Carlos Capanema,Santo Antônio,Sete Lagoas,35701248,
Rua Afonso Viana de Paula,Eldorado,Sete Lagoas,35702165,
Rua Afrânio Padrão,Catarina,Sete Lagoas,35700249,
Rua Afrânio de Melo França,Residencial Dona Sílvia I,Sete Lagoas,35703196,
Rua Agapito da Silva Melo,Chácara do Paiva,Sete Lagoas,35700172,
Rua Agenor Martins,Jardim Arizona,Sete Lagoas,35700392,
Rua Agenor de Castro Machado,Morro do Claro,Sete Lagoas,35701116,
Rua Agostinho Monteiro,Braz Filizola,Sete Lagoas,35701003,
Rua Agostinho Pires da Silva,Nova Serrana,Sete Lagoas,35703691,
Rua Agostinho dos Anjos Lima,Mata Grande,Sete Lagoas,35701681,
Rua Agripina de Oliveira Santos,Eldorado,Sete Lagoas,35702160,
Rua Ailton José Guiscem,Bandeirante,Sete Lagoas,35700769,
Avenida Aimorés,Nossa Senhora do Carmo,Sete Lagoas,35700416,
Rua Aladim Simões,Indústrias II,Sete Lagoas,35702066,
Rua Alany Prates,Indústrias II,Sete Lagoas,35702061,
Rua Alaor Nunes Coelho,Esmeraldas II,Sete Lagoas,35702102,
Rua Alarico de Freitas,Vila Brasil,Sete Lagoas,35700123,
Rua Aleixo Lanza,Canaã,Sete Lagoas,35700298,
Rua Alemanha,São Jorge,Sete Lagoas,35700264,
Rua Alessandro Volta,JK,Sete Lagoas,35702198,
Rua Alexandre Carvalho Drumond,Esmeraldas II,Sete Lagoas,35702105,
Praça Alexandre Lanza,Centro,Sete Lagoas,35700040,
Rua Alexandre Magno,JK,Sete Lagoas,35702186,
Rua Alexandre Silviano Brandão,Santo Antônio,Sete Lagoas,35701237,
Rua Alexandre Teixeira de Abreu,Montreal II,Sete Lagoas,35701870,
Avenida Alexandre de Andrade,CDI,Sete Lagoas,35701613,
Rua Alexcia dos Santos de Faria Marcossi,Santa Felicidade,Sete Lagoas,35703562,
Rua Alfa Farneti,Cidade de Deus,Sete Lagoas,35703299,
Rua Alfa França Lanza,Residencial Portal do Moinho,Sete Lagoas,35700879,
Rua Alfa,Santo Antônio,Sete Lagoas,35701259,
Rua Alfaiate Sulico,CDI,Sete Lagoas,35701609,
Rua Alfazema,Nossa Senhora do Carmo,Sete Lagoas,35700456,
Rua Alfenas,Indústrias II,Sete Lagoas,35701421,
Rua Alfredo Baeta Neves,Esmeraldas II,Sete Lagoas,35702107,
Rua Alfredo Carneiro Santiago,Esmeraldas II,Sete Lagoas,35702100,
Rua Alfredo Ferreira Filho,Residencial Dona Sílvia I,Sete Lagoas,35703194,
Rua Alfredo Geraldo de Aguiar,Santa Rita de Cássia,Sete Lagoas,35700440,
Rua Alfredo Pereira de Souza,Barreiro,Sete Lagoas,35701525,
Rua Alfredo Rodrigues dos Santos,Boa Vista,Sete Lagoas,35700080,
Rua Alfredo da Silva Pereira,Quintas do Lago II,Sete Lagoas,35703731,
Avenida Alice Campos Maciel,Cidade de Deus,Sete Lagoas,35703684,
Rua Almenara,Piedade,Sete Lagoas,35700225,
Rua Amarildo Antônio Pereira,Funcionários,Sete Lagoas,35701292,
Rua Amazonas,Boa Vista,Sete Lagoas,35700083,
Alameda Amendoeira,Parque das Nogueiras,Sete Lagoas,35703615,
Rua América Cheles,Vapabuçu,Sete Lagoas,35701163,
Rua América,Jardim Cambuí,Sete Lagoas,35700066,
Rua Américo Barbosa Mendes,Cidade de Deus,Sete Lagoas,35703252,
Rua Américo José Peçanha,Luxemburgo,Sete Lagoas,35702343,
Rua Américo Mendonça Scoth,Luxemburgo,Sete Lagoas,35702344,
Rua Ana Carollina Vieira,Jardim Primavera II,Sete Lagoas,35703107,
Rua Ana Lúcia Guimarães dos Santos,Jardim Primavera l,Sete Lagoas,35703096,
Avenida Ana Maria G. Pontes,Nossa Senhora de Lourdes,Sete Lagoas,35703077,
Rua Ana Pereira Alves,Barreiro de Cima,Sete Lagoas,35703716,
Rua Ana dos Santos Faria,Jardim dos Pequis,Sete Lagoas,35704092,
Rua Anderson de Paulo Teixeira,Planalto,Sete Lagoas,35702257,
Rua Andirá,Aeroporto Industrial,Sete Lagoas,35701315,
Rua Andradas,Quintas da Varginha,Sete Lagoas,35702808,
Rua Andrade Fernandino,Boa Vista,Sete Lagoas,35700088,
Rua Andrelândia,Padre Teodoro,Sete Lagoas,35702121,
Rua André Eduardo de Souza,Funcionários,Sete Lagoas,35701294,
Praça Andrômeda,Residencial Vale do Sol,Sete Lagoas,35702716,
Rua Angélica,Nossa Senhora do Carmo II,Sete Lagoas,35700468,
Rua Aniello D'amato,Monte Carlo,Sete Lagoas,35701407,
Rua Anisio de Souza,Boa Vista,Sete Lagoas,35700730,
Rua Anita Garibaldi,Canadá,Sete Lagoas,35701392,
Rua Anita Malfatti,Residencial Da Vinci,Sete Lagoas,35702880,
Rua Antônio Cristo,Nova Serrana,Sete Lagoas,35703696,
Rua Antônio Cunha Abreu,Padre Teodoro ll,Sete Lagoas,35701622,
Rua Antônio Célio Chaves,Progresso,Sete Lagoas,35701099,
Praça Antônio Delfino dos Santos,Santo Antônio,Sete Lagoas,35701262,
Rua Antônio Dionízio Pereira,Santa Felicidade,Sete Lagoas,35703204,
Rua Antônio Domingos da Silva Filho,Interlagos I,Sete Lagoas,35701333,
Rua Antônio Estanislau de Sousa,Eldorado,Sete Lagoas,35702170,
Rua Antônio Eustáquio da Silva,Belo Vale,Sete Lagoas,35702452,
Rua Antônio Eustáquio de Souza,Interlagos II,Sete Lagoas,35701570,
Rua Antônio Fonseca Leal,Santa Felicidade,Sete Lagoas,35703243,
Rua Antônio Frederico Ozanan,Bela Vista l,Sete Lagoas,35703183,
Rua Antônio Galdino de Carvalho,Quintas do Lago I,Sete Lagoas,35703825,
Rua Antônio Gaudêncio Lopes,Mangabeiras,Sete Lagoas,35700415,
Rua Antônio Gonzaga de Carvalho,Vapabuçu,Sete Lagoas,35701150,
Rua Antônio Gonçalves Dias,Canadá,Sete Lagoas,35701391,
Rua Antônio Gonçalves de Oliveira,Ouro Branco,Sete Lagoas,35701506,
Rua Antônio Guimarães Rocha,Eldorado,Sete Lagoas,35702158,
Rua Antônio José Machado,Residencial Pôr do Sol,Sete Lagoas,35701779,
Rua Antônio José Pereira,Canadá,Sete Lagoas,35701466,
Rua Antônio Lincoln Drumond,Eldorado,Sete Lagoas,35702399,
Rua Antônio Lopes,Papavento,Sete Lagoas,35700650,
Rua Antônio Lourenço da Paz,Barreiro,Sete Lagoas,35701541,
Rua Antônio Luis Mendonça,Vapabuçu,Sete Lagoas,35701144,
Praça Antônio Luiz de Moura,São Geraldo,Sete Lagoas,35700194,
Rua Antônio Maciel,São Dimas,Sete Lagoas,35700230,
Rua AI,Ibituruna,Montes Claros,39408183,
Rua AK,Delfino Magalhães,Montes Claros,39402174,
Rua Abel Sena,Eldorado,Montes Claros,39401275,
Rua Abelard José Tolentino,Conjunto Cristo Rei,Montes Claros,39402432,
"Avenida Acesso ao 55º BI
(Alto da Boa Vista)",Alto da Boa Vista,Montes Claros,39402784,
Rua Acesso ao 55º BI,Jardim Olímpico,Montes Claros,39406533,
Rua Aciole Trindade,Dona Gregória,Montes Claros,39403051,
Rua Acácia de Paula,Cândida Câmara,Montes Claros,39401037,
Alameda Acácias,Conjunto Residencial JK,Montes Claros,39404342,
Vereda Adelaide Mendes,Vila Atlântida,Montes Claros,39400853,
Rua Adelaide Vieira de Sá,Vila Regina,Montes Claros,39400204,
